mean,median,sd,eti_2.5%,eti_97.5%,delta_T
9712.783587464559,8772.765087181411,4541.26297860947,3642.5731933729135,20873.106440606978,25.0
1652.0708239959647,1602.480483281078,440.33826340231167,928.7458742432275,2655.657789047879,50.0
596.7524801432533,593.1660305385476,104.70768869407797,404.96266662142574,812.8714684621688,75.0
292.0580235699121,292.9331142573119,40.52291035610889,212.9335924716896,370.0108356893248,100.0
168.5458159586755,168.9116643877279,23.494821705788343,122.24337340395377,213.34444022775284,125.0
107.87132931997436,107.70156069821603,17.192228138403422,74.5489663112832,142.4093318155876,150.0
