mean,median,sd,eti_2.5%,eti_97.5%,delta_T
18737.7508146499,16815.57576773039,8736.123507837203,7458.685266477408,40505.36009983806,25.0
3181.2384390301295,3066.2254971422026,791.2224812761381,1947.625905717352,5007.71242604808,50.0
1148.1678040865643,1134.575993782148,159.11169798715963,873.9585518114192,1489.1215312500083,75.0
561.6641801175532,560.8910860689591,45.567599373710685,475.2913819429526,653.3221436335373,100.0
324.0373190045793,323.7017021894355,25.504542263216127,274.6375788702484,375.4646327777398,125.0
207.34507841637165,206.1125787139822,22.576927938724836,166.01412084206467,255.75407326485913,150.0
