delta_T_C,B10_q025_cycles,B10_median_cycles,B10_q975_cycles,B10_q025_hours,B10_median_hours,B10_q975_hours,medianlife_q025_cycles,medianlife_median_cycles,medianlife_q975_cycles,evidential_regime,interval_basis,warning
175.0,48.604957298177254,73.55633297826421,102.59843797790187,145.81487189453176,220.66899893479263,307.7953139337056,106.33925667863188,141.14240313772777,187.93190573953214,extrapolative model-conditional,PICM-L Bayesian posterior equal-tailed interval,Above tested range; may be invalid if new mechanisms or rating limits activate.
200.0,33.238903922489975,52.944938052406556,78.16427087449885,99.71671176746992,158.83481415721968,234.49281262349655,71.45316008846551,101.54245826486526,144.5954957256459,extrapolative model-conditional,PICM-L Bayesian posterior equal-tailed interval,Above tested range; may be invalid if new mechanisms or rating limits activate.
